image_name,image_path,true_scene_label,predicted_label,confidence,top5_predictions,semantically_aligned,thesis_class
Places365_val_00005531.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005531.jpg,forest-broadleaf,wallaby,0.1,"[{""rank"": 1, ""label"": ""wallaby"", ""confidence"": 0.1}, {""rank"": 2, ""label"": ""American black bear"", ""confidence"": 0.0715}, {""rank"": 3, ""label"": ""tusker"", ""confidence"": 0.0459}, {""rank"": 4, ""label"": ""siamang"", ""confidence"": 0.0389}, {""rank"": 5, ""label"": ""sloth bear"", ""confidence"": 0.0308}]",False,forest
Places365_val_00005534.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005534.jpg,rainforest,greenhouse,0.1945,"[{""rank"": 1, ""label"": ""greenhouse"", ""confidence"": 0.1945}, {""rank"": 2, ""label"": ""pot"", ""confidence"": 0.1665}, {""rank"": 3, ""label"": ""patio"", ""confidence"": 0.1238}, {""rank"": 4, ""label"": ""thatch"", ""confidence"": 0.0389}, {""rank"": 5, ""label"": ""mobile home"", ""confidence"": 0.0356}]",False,forest
Places365_val_00005536.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005536.jpg,ocean,hammerhead,0.4723,"[{""rank"": 1, ""label"": ""hammerhead"", ""confidence"": 0.4723}, {""rank"": 2, ""label"": ""scuba diver"", ""confidence"": 0.2047}, {""rank"": 3, ""label"": ""tiger shark"", ""confidence"": 0.0513}, {""rank"": 4, ""label"": ""great white shark"", ""confidence"": 0.0469}, {""rank"": 5, ""label"": ""coral reef"", ""confidence"": 0.0454}]",False,water
Places365_val_00005542.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005542.jpg,rainforest,half track,0.3548,"[{""rank"": 1, ""label"": ""half track"", ""confidence"": 0.3548}, {""rank"": 2, ""label"": ""jeep"", ""confidence"": 0.1233}, {""rank"": 3, ""label"": ""tractor"", ""confidence"": 0.1117}, {""rank"": 4, ""label"": ""amphibian"", ""confidence"": 0.0813}, {""rank"": 5, ""label"": ""golfcart"", ""confidence"": 0.0502}]",False,forest
Places365_val_00005577.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005577.jpg,river,cliff,0.3834,"[{""rank"": 1, ""label"": ""cliff"", ""confidence"": 0.3834}, {""rank"": 2, ""label"": ""valley"", ""confidence"": 0.2599}, {""rank"": 3, ""label"": ""alp"", ""confidence"": 0.1874}, {""rank"": 4, ""label"": ""stone wall"", ""confidence"": 0.0162}, {""rank"": 5, ""label"": ""megalith"", ""confidence"": 0.0138}]",False,water
Places365_val_00005706.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005706.jpg,forest-broadleaf,lakeside,0.0895,"[{""rank"": 1, ""label"": ""lakeside"", ""confidence"": 0.0895}, {""rank"": 2, ""label"": ""park bench"", ""confidence"": 0.073}, {""rank"": 3, ""label"": ""mountain tent"", ""confidence"": 0.0597}, {""rank"": 4, ""label"": ""viaduct"", ""confidence"": 0.0372}, {""rank"": 5, ""label"": ""obelisk"", ""confidence"": 0.0314}]",False,forest
Places365_val_00005843.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005843.jpg,ocean,tiger shark,0.4719,"[{""rank"": 1, ""label"": ""tiger shark"", ""confidence"": 0.4719}, {""rank"": 2, ""label"": ""great white shark"", ""confidence"": 0.3793}, {""rank"": 3, ""label"": ""hammerhead"", ""confidence"": 0.0366}, {""rank"": 4, ""label"": ""electric ray"", ""confidence"": 0.0286}, {""rank"": 5, ""label"": ""sturgeon"", ""confidence"": 0.0169}]",False,water
Places365_val_00005880.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005880.jpg,ocean,albatross,0.5774,"[{""rank"": 1, ""label"": ""albatross"", ""confidence"": 0.5774}, {""rank"": 2, ""label"": ""gar"", ""confidence"": 0.147}, {""rank"": 3, ""label"": ""great white shark"", ""confidence"": 0.0465}, {""rank"": 4, ""label"": ""grey whale"", ""confidence"": 0.0268}, {""rank"": 5, ""label"": ""killer whale"", ""confidence"": 0.0252}]",False,water
Places365_val_00005930.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005930.jpg,coast,convertible,0.607,"[{""rank"": 1, ""label"": ""convertible"", ""confidence"": 0.607}, {""rank"": 2, ""label"": ""sports car"", ""confidence"": 0.3169}, {""rank"": 3, ""label"": ""pickup"", ""confidence"": 0.0217}, {""rank"": 4, ""label"": ""beach wagon"", ""confidence"": 0.0144}, {""rank"": 5, ""label"": ""car wheel"", ""confidence"": 0.0142}]",False,water
Places365_val_00005983.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00005983.jpg,downtown,geyser,0.1676,"[{""rank"": 1, ""label"": ""geyser"", ""confidence"": 0.1676}, {""rank"": 2, ""label"": ""fireboat"", ""confidence"": 0.157}, {""rank"": 3, ""label"": ""trailer truck"", ""confidence"": 0.0656}, {""rank"": 4, ""label"": ""mountain tent"", ""confidence"": 0.0393}, {""rank"": 5, ""label"": ""fountain"", ""confidence"": 0.0364}]",False,building
Places365_val_00006239.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006239.jpg,rainforest,coral fungus,0.0474,"[{""rank"": 1, ""label"": ""coral fungus"", ""confidence"": 0.0474}, {""rank"": 2, ""label"": ""eft"", ""confidence"": 0.0379}, {""rank"": 3, ""label"": ""bolete"", ""confidence"": 0.0256}, {""rank"": 4, ""label"": ""stinkhorn"", ""confidence"": 0.024}, {""rank"": 5, ""label"": ""earthstar"", ""confidence"": 0.0231}]",False,forest
Places365_val_00006338.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006338.jpg,rainforest,jeep,0.9066,"[{""rank"": 1, ""label"": ""jeep"", ""confidence"": 0.9066}, {""rank"": 2, ""label"": ""police van"", ""confidence"": 0.0219}, {""rank"": 3, ""label"": ""tow truck"", ""confidence"": 0.0195}, {""rank"": 4, ""label"": ""cab"", ""confidence"": 0.0097}, {""rank"": 5, ""label"": ""ambulance"", ""confidence"": 0.0081}]",False,forest
Places365_val_00006492.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006492.jpg,downtown,crane,0.0912,"[{""rank"": 1, ""label"": ""crane"", ""confidence"": 0.0912}, {""rank"": 2, ""label"": ""drilling platform"", ""confidence"": 0.09}, {""rank"": 3, ""label"": ""pier"", ""confidence"": 0.0682}, {""rank"": 4, ""label"": ""steel arch bridge"", ""confidence"": 0.0482}, {""rank"": 5, ""label"": ""bell cote"", ""confidence"": 0.0473}]",False,building
Places365_val_00006514.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006514.jpg,hotel-outdoor,steel arch bridge,0.1529,"[{""rank"": 1, ""label"": ""steel arch bridge"", ""confidence"": 0.1529}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.1049}, {""rank"": 3, ""label"": ""stage"", ""confidence"": 0.0983}, {""rank"": 4, ""label"": ""drilling platform"", ""confidence"": 0.0836}, {""rank"": 5, ""label"": ""liner"", ""confidence"": 0.0684}]",False,building
Places365_val_00006550.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006550.jpg,river,Dutch oven,0.0824,"[{""rank"": 1, ""label"": ""Dutch oven"", ""confidence"": 0.0824}, {""rank"": 2, ""label"": ""steel drum"", ""confidence"": 0.0389}, {""rank"": 3, ""label"": ""go-kart"", ""confidence"": 0.0357}, {""rank"": 4, ""label"": ""jersey"", ""confidence"": 0.0341}, {""rank"": 5, ""label"": ""sturgeon"", ""confidence"": 0.0308}]",False,water
Places365_val_00006611.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00006611.jpg,river,maze,0.0916,"[{""rank"": 1, ""label"": ""maze"", ""confidence"": 0.0916}, {""rank"": 2, ""label"": ""valley"", ""confidence"": 0.0784}, {""rank"": 3, ""label"": ""stupa"", ""confidence"": 0.0673}, {""rank"": 4, ""label"": ""monastery"", ""confidence"": 0.0479}, {""rank"": 5, ""label"": ""patio"", ""confidence"": 0.0413}]",False,water
Places365_val_00007005.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007005.jpg,coast,English setter,0.0665,"[{""rank"": 1, ""label"": ""English setter"", ""confidence"": 0.0665}, {""rank"": 2, ""label"": ""dalmatian"", ""confidence"": 0.0469}, {""rank"": 3, ""label"": ""English springer"", ""confidence"": 0.0459}, {""rank"": 4, ""label"": ""miniature schnauzer"", ""confidence"": 0.0437}, {""rank"": 5, ""label"": ""bluetick"", ""confidence"": 0.043}]",False,water
Places365_val_00007391.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00007391.jpg,river,pelican,1.0,"[{""rank"": 1, ""label"": ""pelican"", ""confidence"": 1.0}, {""rank"": 2, ""label"": ""black swan"", ""confidence"": 0.0}, {""rank"": 3, ""label"": ""American egret"", ""confidence"": 0.0}, {""rank"": 4, ""label"": ""spoonbill"", ""confidence"": 0.0}, {""rank"": 5, ""label"": ""goose"", ""confidence"": 0.0}]",False,water
Places365_val_00008046.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008046.jpg,mountain,pole,0.0654,"[{""rank"": 1, ""label"": ""pole"", ""confidence"": 0.0654}, {""rank"": 2, ""label"": ""crate"", ""confidence"": 0.0559}, {""rank"": 3, ""label"": ""pedestal"", ""confidence"": 0.0323}, {""rank"": 4, ""label"": ""wardrobe"", ""confidence"": 0.031}, {""rank"": 5, ""label"": ""yurt"", ""confidence"": 0.0196}]",False,mountain
Places365_val_00008931.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00008931.jpg,coast,ski,0.4387,"[{""rank"": 1, ""label"": ""ski"", ""confidence"": 0.4387}, {""rank"": 2, ""label"": ""snowmobile"", ""confidence"": 0.0755}, {""rank"": 3, ""label"": ""cliff"", ""confidence"": 0.0641}, {""rank"": 4, ""label"": ""grey whale"", ""confidence"": 0.0641}, {""rank"": 5, ""label"": ""parachute"", ""confidence"": 0.0616}]",False,water
Places365_val_00009401.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00009401.jpg,mountain,boathouse,0.1079,"[{""rank"": 1, ""label"": ""boathouse"", ""confidence"": 0.1079}, {""rank"": 2, ""label"": ""dam"", ""confidence"": 0.0865}, {""rank"": 3, ""label"": ""suspension bridge"", ""confidence"": 0.0863}, {""rank"": 4, ""label"": ""steam locomotive"", ""confidence"": 0.0548}, {""rank"": 5, ""label"": ""streetcar"", ""confidence"": 0.0485}]",False,mountain
Places365_val_00009591.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00009591.jpg,river,dam,0.1926,"[{""rank"": 1, ""label"": ""dam"", ""confidence"": 0.1926}, {""rank"": 2, ""label"": ""pier"", ""confidence"": 0.1481}, {""rank"": 3, ""label"": ""suspension bridge"", ""confidence"": 0.1474}, {""rank"": 4, ""label"": ""forklift"", ""confidence"": 0.075}, {""rank"": 5, ""label"": ""paddlewheel"", ""confidence"": 0.0734}]",False,water
Places365_val_00009676.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00009676.jpg,ocean,killer whale,0.6867,"[{""rank"": 1, ""label"": ""killer whale"", ""confidence"": 0.6867}, {""rank"": 2, ""label"": ""grey whale"", ""confidence"": 0.198}, {""rank"": 3, ""label"": ""leatherback turtle"", ""confidence"": 0.038}, {""rank"": 4, ""label"": ""submarine"", ""confidence"": 0.0123}, {""rank"": 5, ""label"": ""great white shark"", ""confidence"": 0.0099}]",False,water
Places365_val_00009847.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00009847.jpg,glacier,maze,0.9657,"[{""rank"": 1, ""label"": ""maze"", ""confidence"": 0.9657}, {""rank"": 2, ""label"": ""manhole cover"", ""confidence"": 0.0168}, {""rank"": 3, ""label"": ""sundial"", ""confidence"": 0.0056}, {""rank"": 4, ""label"": ""coil"", ""confidence"": 0.002}, {""rank"": 5, ""label"": ""sandbar"", ""confidence"": 0.0016}]",False,glacier
Places365_val_00010511.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00010511.jpg,river,viaduct,0.8892,"[{""rank"": 1, ""label"": ""viaduct"", ""confidence"": 0.8892}, {""rank"": 2, ""label"": ""suspension bridge"", ""confidence"": 0.0563}, {""rank"": 3, ""label"": ""pier"", ""confidence"": 0.0249}, {""rank"": 4, ""label"": ""triumphal arch"", ""confidence"": 0.0112}, {""rank"": 5, ""label"": ""steel arch bridge"", ""confidence"": 0.0082}]",False,water
Places365_val_00010545.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00010545.jpg,mountain,monastery,0.7086,"[{""rank"": 1, ""label"": ""monastery"", ""confidence"": 0.7086}, {""rank"": 2, ""label"": ""church"", ""confidence"": 0.192}, {""rank"": 3, ""label"": ""palace"", ""confidence"": 0.0342}, {""rank"": 4, ""label"": ""bell cote"", ""confidence"": 0.0179}, {""rank"": 5, ""label"": ""castle"", ""confidence"": 0.0123}]",False,mountain
Places365_val_00010905.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00010905.jpg,mountain,snowplow,0.384,"[{""rank"": 1, ""label"": ""snowplow"", ""confidence"": 0.384}, {""rank"": 2, ""label"": ""dam"", ""confidence"": 0.1574}, {""rank"": 3, ""label"": ""geyser"", ""confidence"": 0.1112}, {""rank"": 4, ""label"": ""fireboat"", ""confidence"": 0.044}, {""rank"": 5, ""label"": ""breakwater"", ""confidence"": 0.0395}]",False,mountain
Places365_val_00011371.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00011371.jpg,river,coho,0.5637,"[{""rank"": 1, ""label"": ""coho"", ""confidence"": 0.5637}, {""rank"": 2, ""label"": ""sturgeon"", ""confidence"": 0.2158}, {""rank"": 3, ""label"": ""hammerhead"", ""confidence"": 0.0658}, {""rank"": 4, ""label"": ""great white shark"", ""confidence"": 0.0427}, {""rank"": 5, ""label"": ""hippopotamus"", ""confidence"": 0.0332}]",False,water
Places365_val_00011915.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00011915.jpg,river,valley,0.626,"[{""rank"": 1, ""label"": ""valley"", ""confidence"": 0.626}, {""rank"": 2, ""label"": ""cliff"", ""confidence"": 0.313}, {""rank"": 3, ""label"": ""promontory"", ""confidence"": 0.0256}, {""rank"": 4, ""label"": ""alp"", ""confidence"": 0.0194}, {""rank"": 5, ""label"": ""suspension bridge"", ""confidence"": 0.0038}]",False,water
Places365_val_00012186.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00012186.jpg,ocean,great white shark,0.3992,"[{""rank"": 1, ""label"": ""great white shark"", ""confidence"": 0.3992}, {""rank"": 2, ""label"": ""gar"", ""confidence"": 0.292}, {""rank"": 3, ""label"": ""tiger shark"", ""confidence"": 0.0691}, {""rank"": 4, ""label"": ""albatross"", ""confidence"": 0.0458}, {""rank"": 5, ""label"": ""hammerhead"", ""confidence"": 0.0423}]",False,water
Places365_val_00012626.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00012626.jpg,mountain,castle,0.6962,"[{""rank"": 1, ""label"": ""castle"", ""confidence"": 0.6962}, {""rank"": 2, ""label"": ""beacon"", ""confidence"": 0.0688}, {""rank"": 3, ""label"": ""stupa"", ""confidence"": 0.0282}, {""rank"": 4, ""label"": ""promontory"", ""confidence"": 0.0279}, {""rank"": 5, ""label"": ""megalith"", ""confidence"": 0.0249}]",False,mountain
Places365_val_00012784.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00012784.jpg,river,Indian elephant,0.664,"[{""rank"": 1, ""label"": ""Indian elephant"", ""confidence"": 0.664}, {""rank"": 2, ""label"": ""African elephant"", ""confidence"": 0.2629}, {""rank"": 3, ""label"": ""tusker"", ""confidence"": 0.041}, {""rank"": 4, ""label"": ""hippopotamus"", ""confidence"": 0.0106}, {""rank"": 5, ""label"": ""water buffalo"", ""confidence"": 0.004}]",False,water
Places365_val_00013692.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00013692.jpg,glacier,moving van,0.2258,"[{""rank"": 1, ""label"": ""moving van"", ""confidence"": 0.2258}, {""rank"": 2, ""label"": ""minivan"", ""confidence"": 0.1589}, {""rank"": 3, ""label"": ""minibus"", ""confidence"": 0.0976}, {""rank"": 4, ""label"": ""jeep"", ""confidence"": 0.087}, {""rank"": 5, ""label"": ""snowmobile"", ""confidence"": 0.0548}]",False,glacier
Places365_val_00013784.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00013784.jpg,river,rock crab,0.7709,"[{""rank"": 1, ""label"": ""rock crab"", ""confidence"": 0.7709}, {""rank"": 2, ""label"": ""earthstar"", ""confidence"": 0.0383}, {""rank"": 3, ""label"": ""tailed frog"", ""confidence"": 0.0321}, {""rank"": 4, ""label"": ""coral fungus"", ""confidence"": 0.0319}, {""rank"": 5, ""label"": ""chiton"", ""confidence"": 0.0086}]",False,water
Places365_val_00014535.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00014535.jpg,glacier,conch,0.1745,"[{""rank"": 1, ""label"": ""conch"", ""confidence"": 0.1745}, {""rank"": 2, ""label"": ""stingray"", ""confidence"": 0.1562}, {""rank"": 3, ""label"": ""swimming trunks"", ""confidence"": 0.0897}, {""rank"": 4, ""label"": ""tub"", ""confidence"": 0.0386}, {""rank"": 5, ""label"": ""shower curtain"", ""confidence"": 0.0346}]",False,glacier
Places365_val_00015710.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00015710.jpg,mountain,missile,0.3639,"[{""rank"": 1, ""label"": ""missile"", ""confidence"": 0.3639}, {""rank"": 2, ""label"": ""projectile"", ""confidence"": 0.319}, {""rank"": 3, ""label"": ""submarine"", ""confidence"": 0.0636}, {""rank"": 4, ""label"": ""warplane"", ""confidence"": 0.0375}, {""rank"": 5, ""label"": ""aircraft carrier"", ""confidence"": 0.0375}]",False,mountain
Places365_val_00016581.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00016581.jpg,glacier,Ibizan hound,0.1412,"[{""rank"": 1, ""label"": ""Ibizan hound"", ""confidence"": 0.1412}, {""rank"": 2, ""label"": ""vizsla"", ""confidence"": 0.1021}, {""rank"": 3, ""label"": ""Chesapeake Bay retriever"", ""confidence"": 0.0792}, {""rank"": 4, ""label"": ""kelpie"", ""confidence"": 0.063}, {""rank"": 5, ""label"": ""Weimaraner"", ""confidence"": 0.0576}]",False,glacier
Places365_val_00017458.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00017458.jpg,glacier,catamaran,0.2552,"[{""rank"": 1, ""label"": ""catamaran"", ""confidence"": 0.2552}, {""rank"": 2, ""label"": ""trimaran"", ""confidence"": 0.1973}, {""rank"": 3, ""label"": ""speedboat"", ""confidence"": 0.1451}, {""rank"": 4, ""label"": ""lakeside"", ""confidence"": 0.1191}, {""rank"": 5, ""label"": ""boathouse"", ""confidence"": 0.0259}]",False,glacier
Places365_val_00019160.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00019160.jpg,glacier,paddle,0.5192,"[{""rank"": 1, ""label"": ""paddle"", ""confidence"": 0.5192}, {""rank"": 2, ""label"": ""canoe"", ""confidence"": 0.4693}, {""rank"": 3, ""label"": ""yawl"", ""confidence"": 0.0043}, {""rank"": 4, ""label"": ""catamaran"", ""confidence"": 0.0014}, {""rank"": 5, ""label"": ""trimaran"", ""confidence"": 0.0012}]",False,glacier
Places365_val_00021383.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00021383.jpg,glacier,king penguin,0.998,"[{""rank"": 1, ""label"": ""king penguin"", ""confidence"": 0.998}, {""rank"": 2, ""label"": ""albatross"", ""confidence"": 0.0002}, {""rank"": 3, ""label"": ""goose"", ""confidence"": 0.0002}, {""rank"": 4, ""label"": ""killer whale"", ""confidence"": 0.0001}, {""rank"": 5, ""label"": ""llama"", ""confidence"": 0.0001}]",False,glacier
Places365_val_00029137.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00029137.jpg,glacier,amphibian,0.4452,"[{""rank"": 1, ""label"": ""amphibian"", ""confidence"": 0.4452}, {""rank"": 2, ""label"": ""seashore"", ""confidence"": 0.1305}, {""rank"": 3, ""label"": ""breakwater"", ""confidence"": 0.0848}, {""rank"": 4, ""label"": ""wreck"", ""confidence"": 0.0485}, {""rank"": 5, ""label"": ""sandbar"", ""confidence"": 0.0376}]",False,glacier
Places365_val_00031808.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00031808.jpg,glacier,French bulldog,0.1479,"[{""rank"": 1, ""label"": ""French bulldog"", ""confidence"": 0.1479}, {""rank"": 2, ""label"": ""pug"", ""confidence"": 0.1034}, {""rank"": 3, ""label"": ""Irish wolfhound"", ""confidence"": 0.0494}, {""rank"": 4, ""label"": ""Staffordshire bullterrier"", ""confidence"": 0.0479}, {""rank"": 5, ""label"": ""whippet"", ""confidence"": 0.0349}]",False,glacier
Places365_val_00033178.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00033178.jpg,mountain,recreational vehicle,0.3707,"[{""rank"": 1, ""label"": ""recreational vehicle"", ""confidence"": 0.3707}, {""rank"": 2, ""label"": ""trailer truck"", ""confidence"": 0.1759}, {""rank"": 3, ""label"": ""minibus"", ""confidence"": 0.1494}, {""rank"": 4, ""label"": ""moving van"", ""confidence"": 0.1234}, {""rank"": 5, ""label"": ""mobile home"", ""confidence"": 0.0575}]",False,mountain
Places365_val_00034734.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00034734.jpg,glacier,sea cucumber,0.1832,"[{""rank"": 1, ""label"": ""sea cucumber"", ""confidence"": 0.1832}, {""rank"": 2, ""label"": ""grey whale"", ""confidence"": 0.0827}, {""rank"": 3, ""label"": ""leatherback turtle"", ""confidence"": 0.0715}, {""rank"": 4, ""label"": ""chain"", ""confidence"": 0.0482}, {""rank"": 5, ""label"": ""ringneck snake"", ""confidence"": 0.0414}]",False,glacier
Places365_val_00034895.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00034895.jpg,glacier,ibex,0.1886,"[{""rank"": 1, ""label"": ""ibex"", ""confidence"": 0.1886}, {""rank"": 2, ""label"": ""cougar"", ""confidence"": 0.1465}, {""rank"": 3, ""label"": ""bighorn"", ""confidence"": 0.1364}, {""rank"": 4, ""label"": ""gorilla"", ""confidence"": 0.107}, {""rank"": 5, ""label"": ""baboon"", ""confidence"": 0.0575}]",False,glacier
